date,time,store_id,product_id,product_name,category,quantity,price,payment_method,customer_segment,time_of_day,month,total_sales
2025-04-11 08:12:46.381540,18:13,Store D,P9436,Router,Electronics,1,173.84,Mobile Payment,Regular,18,4,173.84
2025-04-08 08:12:46.381540,08:43,Store D,P5896,Tablet,Computers,2,375.03,Credit Card,Regular,8,4,750.06
2025-06-04 08:12:46.381540,08:55,Store C,P8176,Monitor,Storage,4,59.71,Credit Card,Regular,8,6,238.84
2025-02-19 08:12:46.381540,16:08,Store B,P2657,USB Drive,Computers,2,643.46,Mobile Payment,VIP,16,2,1286.92
2025-03-25 08:12:46.381540,20:26,Store C,P3415,Camera,Audio,1,455.36,Cash,Premium,20,3,455.36
2025-02-26 08:12:46.381540,17:01,Store C,P5150,External HDD,Audio,2,577.28,Credit Card,Premium,17,2,1154.56
2025-02-06 08:12:46.381540,09:35,Store D,P5402,Headphones,Storage,4,979.56,Mobile Payment,VIP,9,2,3918.24
2025-04-13 08:12:46.381540,17:49,Store A,P5222,Printer,Storage,1,408.23,Credit Card,Premium,17,4,408.23
2025-06-09 08:12:46.381540,11:12,Store A,P1849,Headphones,Storage,2,313.64,Credit Card,Premium,11,6,627.28
2025-04-15 08:12:46.381540,13:44,Store C,P6992,Speaker,Electronics,2,159.1,Mobile Payment,Premium,13,4,318.2
2024-12-23 08:12:46.381540,08:27,Store D,P6487,Printer,Electronics,3,152.17,Cash,New,8,12,456.51
2024-12-27 08:12:46.381540,10:50,Store C,P4612,Smartwatch,Audio,4,523.39,Debit Card,Premium,10,12,2093.56
2025-03-29 08:12:46.381540,20:42,Store C,P5166,Tablet,Storage,3,751.74,Mobile Payment,New,20,3,2255.2200000000003
2025-02-15 08:12:46.381540,14:48,Store B,P6810,Headphones,Accessories,2,568.82,Cash,Regular,14,2,1137.64
2025-02-22 08:12:46.381540,17:44,Store D,P5512,Monitor,Audio,4,874.56,Mobile Payment,New,17,2,3498.24
2025-05-18 08:12:46.381540,13:45,Store A,P6625,Tablet,Storage,1,322.71,Cash,Premium,13,5,322.71
2025-05-05 08:12:46.381540,15:35,Store A,P3412,Monitor,Accessories,1,599.1,Debit Card,VIP,15,5,599.1
2025-05-19 08:12:46.381540,12:58,Store A,P4256,Mouse,Storage,1,664.63,Debit Card,Regular,12,5,664.63
2025-03-28 08:12:46.381540,19:16,Store C,P7970,Headphones,Computers,2,287.88,Credit Card,Regular,19,3,575.76
2025-04-05 08:12:46.381540,10:15,Store D,P4081,Mouse,Accessories,2,402.34,Credit Card,New,10,4,804.68
2025-05-05 08:12:46.381540,20:01,Store B,P8847,External HDD,Computers,1,595.03,Debit Card,VIP,20,5,595.03
2025-06-05 08:12:46.381540,19:19,Store A,P3050,Keyboard,Electronics,3,30.72,Mobile Payment,Premium,19,6,92.16
2025-02-05 08:12:46.381540,16:42,Store D,P2664,Camera,Audio,3,887.74,Debit Card,New,16,2,2663.2200000000003
2025-04-12 08:12:46.381540,19:12,Store A,P8214,Power Bank,Storage,4,119.95,Cash,New,19,4,479.8
2025-05-30 08:12:46.381540,08:33,Store B,P5388,Smartwatch,Audio,4,57.08,Cash,Regular,8,5,228.32
2025-01-31 08:12:46.381540,13:54,Store D,P2381,Smartwatch,Storage,1,222.88,Cash,New,13,1,222.88
2025-02-07 08:12:46.381540,17:46,Store C,P2285,External HDD,Computers,2,507.29,Debit Card,VIP,17,2,1014.58
2025-03-14 08:12:46.381540,17:23,Store C,P4585,Headphones,Accessories,2,335.41,Credit Card,New,17,3,670.82
2025-04-16 08:12:46.381540,17:53,Store A,P2284,Smartphone,Accessories,4,445.74,Cash,New,17,4,1782.96
2024-12-29 08:12:46.381540,11:56,Store A,P3247,Camera,Storage,1,93.43,Cash,VIP,11,12,93.43
2025-03-15 08:12:46.381540,09:03,Store D,P7280,Speaker,Computers,4,240.77,Debit Card,New,9,3,963.08
2025-04-20 08:12:46.381540,18:16,Store B,P4973,Laptop,Storage,3,106.68,Cash,Premium,18,4,320.04
2025-04-13 08:12:46.381540,17:46,Store A,P5551,Power Bank,Storage,1,237.41,Debit Card,New,17,4,237.41
2025-02-08 08:12:46.381540,14:29,Store D,P9356,Power Bank,Storage,1,706.28,Credit Card,Premium,14,2,706.28
2025-04-11 08:12:46.381540,17:46,Store B,P2062,USB Drive,Accessories,1,579.54,Cash,VIP,17,4,579.54
2025-04-13 08:12:46.381540,15:18,Store A,P6047,Printer,Storage,3,340.63,Cash,Premium,15,4,1021.89
2024-12-20 08:12:46.381540,08:54,Store A,P3974,Power Bank,Accessories,1,268.61,Cash,VIP,8,12,268.61
2025-03-01 08:12:46.381540,12:24,Store D,P1608,Smartwatch,Electronics,4,997.55,Debit Card,Premium,12,3,3990.2
2025-02-03 08:12:46.381540,11:41,Store A,P3755,Tablet,Computers,3,770.19,Debit Card,Premium,11,2,2310.57
2024-12-23 08:12:46.381540,13:28,Store C,P3759,Keyboard,Electronics,2,823.82,Mobile Payment,VIP,13,12,1647.64
2025-04-05 08:12:46.381540,14:07,Store B,P1893,Mouse,Storage,4,36.1,Credit Card,VIP,14,4,144.4
2025-04-17 08:12:46.381540,16:39,Store B,P1651,Laptop,Accessories,4,68.99,Mobile Payment,Premium,16,4,275.96
2024-12-27 08:12:46.381540,09:53,Store C,P2406,Speaker,Computers,4,715.49,Mobile Payment,VIP,9,12,2861.96
2025-03-18 08:12:46.381540,08:30,Store D,P2339,Power Bank,Audio,3,199.91,Mobile Payment,Regular,8,3,599.73
2025-06-07 08:12:46.381540,15:59,Store C,P6134,Tablet,Computers,4,431.4,Debit Card,New,15,6,1725.6
2025-01-08 08:12:46.381540,19:32,Store C,P7002,Headphones,Computers,3,192.32,Cash,Premium,19,1,576.96
2025-01-13 08:12:46.381540,17:10,Store B,P4186,Camera,Storage,1,185.3,Cash,Regular,17,1,185.3
2025-04-06 08:12:46.381540,08:17,Store D,P7084,Smartwatch,Electronics,2,117.99,Debit Card,Regular,8,4,235.98
2025-02-11 08:12:46.381540,12:15,Store A,P7407,Printer,Electronics,1,598.32,Mobile Payment,Regular,12,2,598.32
2025-01-11 08:12:46.381540,19:28,Store C,P6309,External HDD,Audio,4,741.91,Credit Card,VIP,19,1,2967.64
2025-05-18 08:12:46.381540,19:20,Store C,P6377,Laptop,Storage,3,66.28,Debit Card,New,19,5,198.84
2025-02-08 08:12:46.381540,13:07,Store D,P9453,External HDD,Computers,3,282.8,Mobile Payment,Premium,13,2,848.4000000000001
2025-01-14 08:12:46.381540,08:04,Store C,P2143,Smartwatch,Electronics,1,661.78,Debit Card,New,8,1,661.78
2025-03-23 08:12:46.381540,11:10,Store D,P6015,USB Drive,Electronics,4,398.39,Cash,Premium,11,3,1593.56
2025-05-29 08:12:46.381540,16:44,Store A,P4202,Smartphone,Accessories,2,707.62,Cash,New,16,5,1415.24
2024-12-30 08:12:46.381540,10:56,Store D,P7946,Smartphone,Computers,3,761.64,Cash,New,10,12,2284.92
2025-03-04 08:12:46.381540,14:04,Store A,P2778,Speaker,Storage,3,41.97,Mobile Payment,Regular,14,3,125.91
2025-01-20 08:12:46.381540,18:42,Store D,P5949,Power Bank,Electronics,4,387.05,Debit Card,VIP,18,1,1548.2
2025-01-15 08:12:46.381540,20:33,Store C,P4053,Speaker,Storage,3,731.85,Mobile Payment,Premium,20,1,2195.55
2025-03-18 08:12:46.381540,18:10,Store A,P9733,Smartphone,Computers,4,384.63,Debit Card,Premium,18,3,1538.52
2025-01-02 08:12:46.381540,12:20,Store C,P4437,Keyboard,Computers,4,15.77,Credit Card,Premium,12,1,63.08
2025-05-23 08:12:46.381540,09:30,Store A,P1371,Mouse,Electronics,2,342.94,Cash,Regular,9,5,685.88
2025-03-19 08:12:46.381540,13:52,Store D,P8810,Headphones,Audio,4,873.93,Credit Card,Regular,13,3,3495.72
2025-06-07 08:12:46.381540,16:39,Store D,P5432,Tablet,Storage,1,952.42,Cash,Regular,16,6,952.42
2025-03-05 08:12:46.381540,10:13,Store D,P1774,Power Bank,Storage,2,564.91,Credit Card,Regular,10,3,1129.82
2025-04-05 08:12:46.381540,16:01,Store B,P3026,Smartwatch,Accessories,4,313.3,Mobile Payment,Regular,16,4,1253.2
2025-06-13 08:12:46.381540,10:58,Store B,P9661,USB Drive,Computers,4,471.4,Cash,New,10,6,1885.6
2025-03-28 08:12:46.381540,09:20,Store A,P8184,Tablet,Computers,2,243.84,Mobile Payment,Premium,9,3,487.68
2025-04-01 08:12:46.381540,20:33,Store B,P7306,Tablet,Electronics,3,176.44,Mobile Payment,New,20,4,529.3199999999999
2025-02-01 08:12:46.381540,18:32,Store D,P3413,Smartwatch,Electronics,2,498.6,Debit Card,Regular,18,2,997.2
2025-06-15 08:12:46.381540,09:36,Store B,P6259,Mouse,Electronics,3,739.32,Cash,VIP,9,6,2217.96
2025-02-18 08:12:46.381540,08:16,Store B,P2259,Power Bank,Accessories,2,230.24,Credit Card,Regular,8,2,460.48
2025-05-31 08:12:46.381540,13:38,Store C,P7864,Keyboard,Audio,2,910.44,Credit Card,Regular,13,5,1820.88
2025-02-18 08:12:46.381540,19:59,Store A,P8315,Router,Electronics,1,176.55,Cash,Regular,19,2,176.55
2025-03-13 08:12:46.381540,18:29,Store A,P4680,Keyboard,Electronics,2,562.83,Debit Card,Premium,18,3,1125.66
2024-12-23 08:12:46.381540,10:56,Store A,P5118,USB Drive,Electronics,1,778.62,Cash,Premium,10,12,778.62
2025-01-07 08:12:46.381540,14:08,Store B,P8294,USB Drive,Accessories,4,221.25,Mobile Payment,VIP,14,1,885.0
2025-03-07 08:12:46.381540,18:39,Store D,P4467,Camera,Storage,3,303.48,Debit Card,Premium,18,3,910.44
2025-06-03 08:12:46.381540,16:54,Store C,P6303,Speaker,Audio,3,60.97,Mobile Payment,Regular,16,6,182.91
2025-02-28 08:12:46.381540,11:03,Store A,P3287,Router,Storage,1,944.51,Cash,VIP,11,2,944.51
2025-05-03 08:12:46.381540,15:05,Store B,P2706,USB Drive,Computers,3,492.1,Debit Card,VIP,15,5,1476.3000000000002
2025-04-30 08:12:46.381540,12:12,Store D,P8410,Headphones,Computers,3,73.66,Cash,VIP,12,4,220.98
2025-04-20 08:12:46.381540,10:46,Store C,P7320,Camera,Electronics,2,831.83,Cash,Regular,10,4,1663.66
2025-02-04 08:12:46.381540,11:07,Store C,P8916,Mouse,Storage,1,573.65,Debit Card,Premium,11,2,573.65
2025-02-06 08:12:46.381540,08:15,Store A,P4646,Tablet,Accessories,3,64.73,Debit Card,New,8,2,194.19
2025-05-26 08:12:46.381540,11:00,Store A,P6346,Headphones,Audio,4,456.39,Cash,Premium,11,5,1825.56
2024-12-17 08:12:46.381540,10:31,Store D,P3999,Camera,Storage,1,440.06,Credit Card,New,10,12,440.06
2025-06-15 08:12:46.381540,12:35,Store B,P6656,Power Bank,Storage,2,154.62,Debit Card,Regular,12,6,309.24
2025-05-27 08:12:46.381540,15:58,Store D,P7206,Speaker,Audio,4,426.17,Credit Card,Premium,15,5,1704.68
2024-12-20 08:12:46.381540,10:39,Store A,P4491,Camera,Storage,3,289.98,Credit Card,Regular,10,12,869.94
2025-05-10 08:12:46.381540,08:55,Store D,P1675,Smartphone,Storage,3,702.94,Credit Card,Regular,8,5,2108.82
2025-04-27 08:12:46.381540,18:44,Store B,P6498,Keyboard,Audio,1,15.44,Credit Card,VIP,18,4,15.44
2025-06-05 08:12:46.381540,15:51,Store C,P6378,Monitor,Accessories,3,115.31,Mobile Payment,Premium,15,6,345.93
2024-12-20 08:12:46.381540,08:46,Store C,P5785,Camera,Audio,1,919.46,Cash,VIP,8,12,919.46
2024-12-17 08:12:46.381540,19:45,Store C,P8074,Laptop,Electronics,3,439.0,Debit Card,Premium,19,12,1317.0
2025-02-25 08:12:46.381540,19:06,Store C,P5492,Router,Electronics,4,184.42,Cash,Regular,19,2,737.68
2025-06-12 08:12:46.381540,19:32,Store A,P7675,Smartphone,Electronics,2,795.29,Cash,VIP,19,6,1590.58
2025-01-20 08:12:46.381540,11:04,Store A,P7828,Power Bank,Electronics,4,853.08,Cash,Regular,11,1,3412.32
2024-12-24 08:12:46.381540,16:37,Store B,P3206,Tablet,Computers,2,219.1,Cash,New,16,12,438.2
2025-05-17 08:12:46.381540,10:15,Store B,P2562,Printer,Accessories,1,716.46,Cash,Regular,10,5,716.46
2025-01-21 08:12:46.381540,18:48,Store B,P6582,Keyboard,Computers,3,618.98,Debit Card,New,18,1,1856.94
2025-06-12 08:12:46.381540,18:08,Store B,P6418,Mouse,Storage,4,747.61,Cash,New,18,6,2990.44
2025-04-18 08:12:46.381540,17:03,Store D,P8775,Smartwatch,Storage,3,790.02,Cash,VIP,17,4,2370.06
2025-01-28 08:12:46.381540,18:00,Store B,P7181,Mouse,Audio,1,664.33,Cash,VIP,18,1,664.33
2025-01-12 08:12:46.381540,20:59,Store C,P9808,Smartphone,Electronics,2,956.65,Mobile Payment,Premium,20,1,1913.3
2025-01-17 08:12:46.381540,14:56,Store C,P6122,Power Bank,Audio,4,865.58,Credit Card,Premium,14,1,3462.32
2025-03-04 08:12:46.381540,08:03,Store C,P9529,External HDD,Storage,2,236.68,Mobile Payment,VIP,8,3,473.36
2025-04-16 08:12:46.381540,19:57,Store D,P1006,Speaker,Electronics,2,914.43,Cash,Premium,19,4,1828.86
2025-05-11 08:12:46.381540,09:27,Store B,P6397,Speaker,Accessories,1,366.0,Mobile Payment,Regular,9,5,366.0
2025-05-21 08:12:46.381540,14:09,Store C,P8509,Speaker,Storage,2,729.28,Debit Card,Regular,14,5,1458.56
2025-05-22 08:12:46.381540,17:16,Store C,P5516,Laptop,Audio,1,849.53,Debit Card,Regular,17,5,849.53
2025-01-01 08:12:46.381540,12:25,Store C,P6123,Mouse,Audio,2,442.01,Debit Card,Regular,12,1,884.02
2025-03-25 08:12:46.381540,08:41,Store C,P7183,USB Drive,Storage,2,60.99,Credit Card,Regular,8,3,121.98
2025-02-01 08:12:46.381540,12:11,Store A,P4746,External HDD,Computers,4,950.16,Debit Card,New,12,2,3800.64
2025-01-16 08:12:46.381540,17:02,Store B,P5026,USB Drive,Accessories,1,81.76,Credit Card,Regular,17,1,81.76
2024-12-20 08:12:46.381540,08:04,Store B,P7875,Laptop,Storage,3,354.63,Debit Card,Premium,8,12,1063.8899999999999
2025-05-30 08:12:46.381540,13:32,Store D,P8461,Smartwatch,Storage,3,600.48,Mobile Payment,VIP,13,5,1801.44
2025-01-02 08:12:46.381540,08:53,Store A,P4796,USB Drive,Audio,3,126.36,Mobile Payment,VIP,8,1,379.08
2025-01-24 08:12:46.381540,09:32,Store D,P6003,Printer,Electronics,4,839.82,Mobile Payment,Premium,9,1,3359.28
2025-02-02 08:12:46.381540,11:48,Store C,P6995,Keyboard,Electronics,4,211.39,Mobile Payment,Premium,11,2,845.56
2025-06-08 08:12:46.381540,19:29,Store D,P1138,Keyboard,Electronics,2,986.14,Credit Card,Premium,19,6,1972.28
2025-06-10 08:12:46.381540,13:20,Store C,P4821,Monitor,Audio,2,917.27,Debit Card,VIP,13,6,1834.54
2025-01-24 08:12:46.381540,19:04,Store C,P5574,Laptop,Electronics,3,608.51,Cash,Premium,19,1,1825.53
2025-04-27 08:12:46.381540,12:02,Store B,P1971,Smartwatch,Storage,2,663.41,Mobile Payment,Premium,12,4,1326.82
2025-01-15 08:12:46.381540,16:47,Store B,P2013,Camera,Computers,2,538.27,Debit Card,New,16,1,1076.54
2025-05-23 08:12:46.381540,08:43,Store B,P6266,Camera,Computers,4,397.19,Debit Card,New,8,5,1588.76
2025-01-07 08:12:46.381540,17:23,Store B,P4967,Tablet,Computers,3,358.19,Debit Card,New,17,1,1074.57
2025-02-20 08:12:46.381540,20:24,Store B,P5848,Laptop,Electronics,1,892.74,Cash,VIP,20,2,892.74
2025-04-03 08:12:46.381540,16:54,Store A,P6234,Headphones,Computers,3,580.85,Mobile Payment,Premium,16,4,1742.5500000000002
2024-12-28 08:12:46.381540,18:55,Store B,P2658,Mouse,Electronics,4,825.06,Credit Card,Regular,18,12,3300.24
2025-01-21 08:12:46.381540,16:33,Store D,P8637,Power Bank,Storage,3,518.93,Credit Card,VIP,16,1,1556.79
2025-01-03 08:12:46.381540,08:43,Store C,P5730,Power Bank,Storage,1,313.95,Cash,New,8,1,313.95
2025-03-16 08:12:46.381540,18:51,Store B,P8449,Tablet,Audio,2,100.84,Cash,New,18,3,201.68
2025-06-15 08:12:46.381540,20:04,Store A,P6402,Tablet,Audio,3,330.46,Credit Card,VIP,20,6,991.3799999999999
2024-12-17 08:12:46.381540,10:05,Store D,P2412,External HDD,Accessories,4,881.32,Credit Card,VIP,10,12,3525.28
2025-04-22 08:12:46.381540,13:41,Store D,P3202,Tablet,Storage,4,714.84,Mobile Payment,Premium,13,4,2859.36
2025-03-16 08:12:46.381540,11:47,Store C,P2870,USB Drive,Electronics,3,787.97,Credit Card,VIP,11,3,2363.91
2025-03-13 08:12:46.381540,13:20,Store D,P1217,Smartwatch,Accessories,2,775.7,Credit Card,Regular,13,3,1551.4
2025-03-16 08:12:46.381540,11:59,Store D,P4450,External HDD,Storage,2,128.77,Credit Card,Regular,11,3,257.54
2025-04-29 08:12:46.381540,15:30,Store D,P8551,Power Bank,Electronics,4,167.27,Cash,VIP,15,4,669.08
2025-02-24 08:12:46.381540,15:10,Store D,P6605,Power Bank,Storage,4,324.07,Credit Card,Regular,15,2,1296.28
2025-01-29 08:12:46.381540,10:32,Store A,P5985,Speaker,Storage,1,308.02,Credit Card,Premium,10,1,308.02
2025-05-17 08:12:46.381540,19:08,Store C,P4953,Keyboard,Electronics,2,75.42,Mobile Payment,VIP,19,5,150.84
2025-03-12 08:12:46.381540,17:15,Store B,P9650,Tablet,Storage,3,161.94,Debit Card,Regular,17,3,485.82
2025-01-04 08:12:46.381540,19:29,Store D,P3924,Keyboard,Storage,4,857.67,Cash,New,19,1,3430.68
2025-03-27 08:12:46.381540,20:45,Store A,P5194,Keyboard,Storage,4,593.15,Cash,Premium,20,3,2372.6
2025-05-11 08:12:46.381540,11:27,Store C,P3567,Laptop,Audio,4,348.86,Mobile Payment,VIP,11,5,1395.44
2025-03-21 08:12:46.381540,15:53,Store B,P7034,Smartwatch,Computers,4,531.21,Credit Card,VIP,15,3,2124.84
2025-03-27 08:12:46.381540,10:37,Store C,P9365,Keyboard,Storage,2,268.7,Debit Card,VIP,10,3,537.4
2025-01-15 08:12:46.381540,09:28,Store A,P3472,Tablet,Electronics,4,588.0,Mobile Payment,New,9,1,2352.0
2025-06-04 08:12:46.381540,16:11,Store A,P6937,Smartwatch,Storage,2,83.88,Debit Card,Regular,16,6,167.76
2025-01-18 08:12:46.381540,19:11,Store A,P9396,Tablet,Audio,1,903.62,Credit Card,VIP,19,1,903.62
2024-12-28 08:12:46.381540,12:22,Store D,P4565,External HDD,Audio,1,248.04,Debit Card,Regular,12,12,248.04
2025-04-13 08:12:46.381540,17:25,Store A,P5886,Smartphone,Storage,3,820.88,Mobile Payment,Premium,17,4,2462.64
2025-03-20 08:12:46.381540,17:29,Store B,P9867,Mouse,Accessories,4,663.4,Credit Card,New,17,3,2653.6
2025-05-20 08:12:46.381540,12:11,Store D,P4297,Smartphone,Computers,3,527.78,Cash,New,12,5,1583.34
2025-06-01 08:12:46.381540,12:27,Store C,P6863,Smartphone,Electronics,2,930.5,Debit Card,Premium,12,6,1861.0
2025-05-02 08:12:46.381540,09:57,Store B,P6144,External HDD,Electronics,3,165.25,Credit Card,Premium,9,5,495.75
2025-05-14 08:12:46.381540,18:03,Store D,P4757,Laptop,Electronics,3,128.08,Credit Card,VIP,18,5,384.24
2025-03-02 08:12:46.381540,15:44,Store A,P1558,Headphones,Electronics,4,328.64,Mobile Payment,Premium,15,3,1314.56
2025-01-14 08:12:46.381540,14:10,Store C,P7729,Power Bank,Audio,2,831.92,Credit Card,New,14,1,1663.84
2025-05-26 08:12:46.381540,11:05,Store A,P3487,USB Drive,Computers,2,44.85,Mobile Payment,Regular,11,5,89.7
2025-04-12 08:12:46.381540,16:15,Store B,P2250,Speaker,Storage,4,247.01,Cash,Regular,16,4,988.04
2024-12-31 08:12:46.381540,12:14,Store B,P3769,Mouse,Storage,2,430.46,Debit Card,Regular,12,12,860.92
2024-12-18 08:12:46.381540,20:50,Store D,P5376,Laptop,Accessories,1,715.81,Cash,Regular,20,12,715.81
2025-06-14 08:12:46.381540,09:49,Store B,P9845,Tablet,Storage,4,306.32,Mobile Payment,Regular,9,6,1225.28
2025-04-12 08:12:46.381540,18:16,Store C,P9120,Laptop,Computers,4,453.63,Cash,Regular,18,4,1814.52
2025-06-06 08:12:46.381540,16:50,Store D,P8399,Tablet,Storage,4,343.48,Debit Card,New,16,6,1373.92
2025-01-03 08:12:46.381540,15:27,Store C,P4600,Headphones,Audio,1,101.14,Cash,Premium,15,1,101.14
2024-12-19 08:12:46.381540,11:33,Store A,P6080,Keyboard,Storage,2,741.29,Credit Card,New,11,12,1482.58
2025-04-30 08:12:46.381540,13:59,Store C,P7615,Laptop,Electronics,1,466.77,Debit Card,VIP,13,4,466.77
2025-06-05 08:12:46.381540,19:01,Store C,P7163,USB Drive,Electronics,1,814.39,Cash,Regular,19,6,814.39
2025-05-31 08:12:46.381540,20:30,Store B,P7296,Monitor,Electronics,1,697.75,Debit Card,Premium,20,5,697.75
2025-05-30 08:12:46.381540,11:45,Store A,P5742,Speaker,Electronics,3,67.24,Cash,Premium,11,5,201.71999999999997
2025-05-26 08:12:46.381540,10:54,Store B,P7434,Keyboard,Audio,2,505.08,Credit Card,Regular,10,5,1010.16
2025-04-03 08:12:46.381540,19:39,Store A,P6973,Router,Audio,2,990.95,Mobile Payment,Premium,19,4,1981.9
2025-03-21 08:12:46.381540,11:42,Store A,P6792,Printer,Audio,4,314.79,Cash,Regular,11,3,1259.16
2025-04-17 08:12:46.381540,14:40,Store C,P3335,Laptop,Storage,4,498.03,Debit Card,VIP,14,4,1992.12
2024-12-27 08:12:46.381540,10:02,Store B,P1136,Tablet,Electronics,3,655.51,Cash,Regular,10,12,1966.53
2025-02-22 08:12:46.381540,09:16,Store C,P1509,Mouse,Accessories,1,210.24,Mobile Payment,VIP,9,2,210.24
2025-04-18 08:12:46.381540,17:25,Store C,P1512,Laptop,Accessories,4,705.48,Credit Card,Premium,17,4,2821.92
2025-04-08 08:12:46.381540,17:00,Store C,P9523,Tablet,Electronics,2,663.18,Credit Card,New,17,4,1326.36
2025-03-24 08:12:46.381540,18:58,Store A,P2435,Power Bank,Computers,4,381.21,Mobile Payment,Premium,18,3,1524.84
2025-03-19 08:12:46.381540,15:52,Store B,P4800,Headphones,Storage,1,291.59,Credit Card,New,15,3,291.59
2025-01-07 08:12:46.381540,19:33,Store B,P7325,Smartphone,Accessories,3,919.91,Cash,Regular,19,1,2759.73
2025-06-06 08:12:46.381540,20:10,Store C,P6064,Laptop,Audio,1,135.75,Debit Card,Premium,20,6,135.75
2025-04-22 08:12:46.381540,19:14,Store A,P5003,Camera,Computers,4,437.71,Cash,Premium,19,4,1750.84
2025-04-29 08:12:46.381540,15:20,Store B,P9547,Router,Audio,3,769.31,Mobile Payment,VIP,15,4,2307.93
2025-06-04 08:12:46.381540,11:18,Store D,P3750,Printer,Computers,3,156.66,Cash,Regular,11,6,469.98
2025-01-10 08:12:46.381540,12:03,Store B,P3859,Camera,Computers,1,933.6,Cash,New,12,1,933.6
2025-03-11 08:12:46.381540,19:49,Store C,P8158,Keyboard,Storage,4,530.99,Mobile Payment,Regular,19,3,2123.96
2025-02-09 08:12:46.381540,14:26,Store D,P4764,Router,Audio,1,509.77,Debit Card,VIP,14,2,509.77
2025-05-09 08:12:46.381540,16:47,Store A,P3749,Keyboard,Audio,4,430.03,Credit Card,VIP,16,5,1720.12
2025-03-21 08:12:46.381540,16:26,Store D,P4377,Smartphone,Accessories,4,868.78,Mobile Payment,VIP,16,3,3475.12
2025-05-07 08:12:46.381540,12:57,Store D,P9672,Power Bank,Electronics,2,948.96,Credit Card,Regular,12,5,1897.92
2025-06-01 08:12:46.381540,13:06,Store C,P3647,Power Bank,Electronics,3,386.27,Credit Card,VIP,13,6,1158.81
2025-05-21 08:12:46.381540,16:55,Store B,P7505,Smartphone,Accessories,4,546.97,Mobile Payment,Regular,16,5,2187.88
2025-06-13 08:12:46.381540,10:45,Store A,P5096,Keyboard,Computers,1,322.27,Debit Card,VIP,10,6,322.27
2025-04-14 08:12:46.381540,14:23,Store D,P5654,Laptop,Accessories,1,374.34,Mobile Payment,Premium,14,4,374.34
2025-06-11 08:12:46.381540,19:51,Store C,P1533,Smartwatch,Accessories,2,38.05,Mobile Payment,New,19,6,76.1
2024-12-25 08:12:46.381540,18:26,Store B,P3858,Laptop,Audio,2,788.08,Cash,Regular,18,12,1576.16
2025-06-07 08:12:46.381540,19:05,Store D,P8740,Printer,Accessories,2,969.64,Cash,New,19,6,1939.28
2025-05-15 08:12:46.381540,16:12,Store C,P4587,Keyboard,Computers,3,771.83,Mobile Payment,Regular,16,5,2315.4900000000002
2025-05-25 08:12:46.381540,15:44,Store C,P9465,Camera,Electronics,2,523.03,Cash,Regular,15,5,1046.06
2025-01-27 08:12:46.381540,14:28,Store C,P7001,USB Drive,Storage,3,829.23,Debit Card,Premium,14,1,2487.69
2025-02-07 08:12:46.381540,13:47,Store A,P3209,Smartphone,Accessories,2,859.3,Cash,Premium,13,2,1718.6
2025-02-28 08:12:46.381540,14:22,Store B,P7560,Camera,Accessories,3,549.08,Debit Card,Regular,14,2,1647.2400000000002
2025-01-24 08:12:46.381540,11:48,Store D,P9351,Keyboard,Audio,4,937.79,Credit Card,VIP,11,1,3751.16
2025-04-17 08:12:46.381540,20:29,Store B,P9383,Headphones,Audio,2,39.87,Credit Card,Regular,20,4,79.74
2024-12-31 08:12:46.381540,19:38,Store B,P2584,Keyboard,Accessories,3,20.0,Debit Card,Regular,19,12,60.0
2025-05-22 08:12:46.381540,17:16,Store D,P3660,Monitor,Accessories,4,90.64,Credit Card,Premium,17,5,362.56
2025-04-18 08:12:46.381540,12:02,Store B,P6317,Power Bank,Computers,2,67.28,Debit Card,Premium,12,4,134.56
2025-04-06 08:12:46.381540,20:06,Store A,P1415,External HDD,Electronics,4,430.36,Mobile Payment,New,20,4,1721.44
2025-04-26 08:12:46.381540,08:17,Store D,P1430,Router,Electronics,2,940.92,Cash,New,8,4,1881.84
2025-03-09 08:12:46.381540,11:06,Store D,P9367,Printer,Storage,1,678.47,Credit Card,VIP,11,3,678.47
2024-12-26 08:12:46.381540,11:09,Store C,P8999,Monitor,Electronics,3,662.86,Credit Card,New,11,12,1988.58
2025-03-18 08:12:46.381540,10:42,Store B,P5244,Mouse,Storage,1,391.04,Mobile Payment,New,10,3,391.04
2025-01-14 08:12:46.381540,13:22,Store D,P3172,Camera,Audio,3,538.43,Cash,New,13,1,1615.29
2025-01-20 08:12:46.381540,11:32,Store D,P1399,Headphones,Storage,1,311.13,Cash,VIP,11,1,311.13
2024-12-22 08:12:46.381540,13:03,Store A,P9268,Printer,Storage,2,522.66,Debit Card,Regular,13,12,1045.32
2025-05-05 08:12:46.381540,15:36,Store C,P9816,Tablet,Electronics,1,749.19,Credit Card,Regular,15,5,749.19
2025-04-06 08:12:46.381540,13:15,Store D,P2756,Speaker,Accessories,2,563.11,Cash,VIP,13,4,1126.22
2025-01-23 08:12:46.381540,17:51,Store A,P3874,Mouse,Audio,3,424.68,Credit Card,Regular,17,1,1274.04
2025-03-03 08:12:46.381540,11:21,Store D,P4182,USB Drive,Computers,2,846.47,Credit Card,New,11,3,1692.94
2025-03-19 08:12:46.381540,20:12,Store D,P8230,Smartwatch,Storage,1,294.57,Credit Card,New,20,3,294.57
